C,Tick,D,O,H,L,A,V
0.709,1635350400,2021-10-28 00:00:00,0.707,0.716,0.703,311900800,4397303
0.71,1635264000,2021-10-27 00:00:00,0.725,0.726,0.707,426198900,5975131
0.725,1635177600,2021-10-26 00:00:00,0.724,0.736,0.722,327607400,4498272
0.727,1635091200,2021-10-25 00:00:00,0.719,0.728,0.718,354403600,4890393
0.719,1634832000,2021-10-22 00:00:00,0.72,0.723,0.713,362363700,5044704
0.72,1634745600,2021-10-21 00:00:00,0.719,0.729,0.717,376673800,5220058
0.72,1634659200,2021-10-20 00:00:00,0.733,0.736,0.713,535653600,7438471
0.733,1634572800,2021-10-19 00:00:00,0.72,0.736,0.719,429038000,5867797
0.723,1634486400,2021-10-18 00:00:00,0.738,0.739,0.717,564307300,7798121
0.738,1634227200,2021-10-15 00:00:00,0.745,0.745,0.735,653765600,8849577
0.751,1634140800,2021-10-14 00:00:00,0.77,0.77,0.747,796830800,10566920
0.77,1634054400,2021-10-13 00:00:00,0.752,0.773,0.748,566177100,7438371
0.754,1633968000,2021-10-12 00:00:00,0.747,0.764,0.745,473553600,6273571
0.751,1633881600,2021-10-11 00:00:00,0.768,0.775,0.748,733388500,9672454
0.768,1633622400,2021-10-08 00:00:00,0.774,0.782,0.763,363366600,4705749
0.773,1632931200,2021-09-30 00:00:00,0.76,0.774,0.758,333160100,4331969
0.76,1632844800,2021-09-29 00:00:00,0.762,0.77,0.753,439593400,5764438
0.771,1632758400,2021-09-28 00:00:00,0.769,0.784,0.761,361049900,4677746
0.774,1632672000,2021-09-27 00:00:00,0.765,0.787,0.762,636954400,8189309
0.766,1632412800,2021-09-24 00:00:00,0.756,0.774,0.752,358208800,4688474
0.758,1632326400,2021-09-23 00:00:00,0.765,0.774,0.751,463472900,6097025
0.766,1632240000,2021-09-22 00:00:00,0.75,0.778,0.748,562134900,7358825
0.761,1631808000,2021-09-17 00:00:00,0.72,0.766,0.714,775990300,10405100
0.722,1631721600,2021-09-16 00:00:00,0.709,0.73,0.704,448667000,6264163
0.714,1631635200,2021-09-15 00:00:00,0.722,0.727,0.711,359277900,5011230
0.723,1631548800,2021-09-14 00:00:00,0.708,0.729,0.706,472569200,6542747
0.71,1631462400,2021-09-13 00:00:00,0.714,0.727,0.706,454285000,6355720
0.712,1631203200,2021-09-10 00:00:00,0.713,0.715,0.703,352994000,4977029
0.715,1631116800,2021-09-09 00:00:00,0.709,0.723,0.708,246401300,3446018
0.714,1631030400,2021-09-08 00:00:00,0.724,0.726,0.708,379896500,5316027
0.723,1630944000,2021-09-07 00:00:00,0.725,0.725,0.713,407559600,5665224
0.727,1630857600,2021-09-06 00:00:00,0.687,0.731,0.682,598714000,8394514
0.686,1630598400,2021-09-03 00:00:00,0.678,0.692,0.671,279698000,4082731
0.68,1630512000,2021-09-02 00:00:00,0.701,0.706,0.679,425506800,6173826
0.703,1630425600,2021-09-01 00:00:00,0.698,0.71,0.678,346393400,4996405
0.7,1630339200,2021-08-31 00:00:00,0.706,0.714,0.695,274171500,3903615
0.707,1630252800,2021-08-30 00:00:00,0.716,0.719,0.702,287471000,4056254
0.717,1629993600,2021-08-27 00:00:00,0.718,0.736,0.714,293667000,4053861
0.721,1629907200,2021-08-26 00:00:00,0.744,0.747,0.719,249522100,3432409
0.744,1629820800,2021-08-25 00:00:00,0.736,0.749,0.728,290295300,3920759
0.735,1629734400,2021-08-24 00:00:00,0.713,0.738,0.711,409540400,5628036
0.712,1629648000,2021-08-23 00:00:00,0.709,0.714,0.694,317360500,4494520
0.709,1629388800,2021-08-20 00:00:00,0.75,0.75,0.7,687144600,9588436
0.758,1629302400,2021-08-19 00:00:00,0.759,0.767,0.756,251847100,3308893
0.759,1629216000,2021-08-18 00:00:00,0.758,0.769,0.754,269748400,3549983
0.758,1629129600,2021-08-17 00:00:00,0.791,0.796,0.754,533694300,6907768
0.794,1629043200,2021-08-16 00:00:00,0.79,0.8,0.786,192229500,2420084
0.792,1628784000,2021-08-13 00:00:00,0.8,0.805,0.784,355036000,4470808
0.798,1628697600,2021-08-12 00:00:00,0.804,0.817,0.796,362715600,4517451
0.811,1628611200,2021-08-11 00:00:00,0.828,0.828,0.807,340134700,4173272
0.83,1628524800,2021-08-10 00:00:00,0.82,0.831,0.801,379094000,4638861
0.818,1628438400,2021-08-09 00:00:00,0.807,0.826,0.803,172547400,2111135
0.815,1628179200,2021-08-06 00:00:00,0.834,0.837,0.808,314566000,3839655
0.839,1628092800,2021-08-05 00:00:00,0.845,0.854,0.835,332769600,3945921
0.851,1628006400,2021-08-04 00:00:00,0.85,0.853,0.83,344222100,4088184
0.856,1627920000,2021-08-03 00:00:00,0.82,0.862,0.81,508689800,6040130
0.826,1627833600,2021-08-02 00:00:00,0.813,0.828,0.783,380397600,4720559
0.815,1627574400,2021-07-30 00:00:00,0.827,0.827,0.797,257407200,3179576
0.833,1627488000,2021-07-29 00:00:00,0.825,0.84,0.821,344138800,4140597
0.816,1627401600,2021-07-28 00:00:00,0.78,0.817,0.774,371298800,4648467
0.786,1627315200,2021-07-27 00:00:00,0.795,0.809,0.783,305137400,3834372
0.803,1627228800,2021-07-26 00:00:00,0.84,0.842,0.783,531043100,6571484
0.85,1626969600,2021-07-23 00:00:00,0.877,0.877,0.846,518357800,6065455
0.882,1626883200,2021-07-22 00:00:00,0.899,0.901,0.878,306039900,3455064
0.898,1626796800,2021-07-21 00:00:00,0.892,0.9,0.887,214457700,2396229
0.89,1626710400,2021-07-20 00:00:00,0.888,0.899,0.882,165134700,1853313
0.889,1626624000,2021-07-19 00:00:00,0.875,0.893,0.872,206418200,2329637
0.879,1626364800,2021-07-16 00:00:00,0.903,0.903,0.875,389450300,4396476
0.909,1626278400,2021-07-15 00:00:00,0.898,0.909,0.89,197097900,2194452
0.903,1626192000,2021-07-14 00:00:00,0.888,0.915,0.882,313948200,3467368
0.893,1626105600,2021-07-13 00:00:00,0.889,0.904,0.884,170401500,1910372
0.894,1626019200,2021-07-12 00:00:00,0.87,0.896,0.854,317370300,3602872
0.87,1625760000,2021-07-09 00:00:00,0.862,0.874,0.84,247103300,2881745
0.872,1625673600,2021-07-08 00:00:00,0.894,0.902,0.869,328686400,3731454
0.893,1625587200,2021-07-07 00:00:00,0.856,0.901,0.855,321139600,3627529
0.867,1625500800,2021-07-06 00:00:00,0.909,0.911,0.846,500048000,5740554
0.912,1625414400,2021-07-05 00:00:00,0.904,0.924,0.893,261111300,2864886
0.91,1625155200,2021-07-02 00:00:00,0.946,0.947,0.905,348475400,3782986
0.952,1625068800,2021-07-01 00:00:00,0.942,0.968,0.938,248384600,2605748
0.941,1624982400,2021-06-30 00:00:00,0.937,0.942,0.93,190981300,2038334
0.937,1624896000,2021-06-29 00:00:00,0.94,0.944,0.929,183382800,1960604
0.94,1624809600,2021-06-28 00:00:00,0.925,0.945,0.925,190589800,2034837
0.925,1624550400,2021-06-25 00:00:00,0.899,0.927,0.898,246244400,2682830
0.897,1624464000,2021-06-24 00:00:00,0.911,0.914,0.887,185366700,2066853
0.91,1624377600,2021-06-23 00:00:00,0.918,0.923,0.908,169320400,1849851
0.918,1624291200,2021-06-22 00:00:00,0.896,0.919,0.885,253440800,2798481
0.897,1624204800,2021-06-21 00:00:00,0.874,0.898,0.87,199648600,2246179
0.879,1623945600,2021-06-18 00:00:00,0.863,0.881,0.863,184497800,2113038
0.862,1623859200,2021-06-17 00:00:00,0.846,0.868,0.846,137677800,1599874
0.85,1623772800,2021-06-16 00:00:00,0.883,0.887,0.848,215302900,2491740
0.884,1623686400,2021-06-15 00:00:00,0.892,0.899,0.878,149377600,1685432
0.896,1623340800,2021-06-11 00:00:00,0.904,0.905,0.887,141480200,1579821
0.904,1623254400,2021-06-10 00:00:00,0.895,0.905,0.894,151688600,1684496
0.895,1623168000,2021-06-09 00:00:00,0.885,0.898,0.879,146167600,1641346
0.892,1623081600,2021-06-08 00:00:00,0.899,0.913,0.878,205217700,2291612
0.903,1622995200,2021-06-07 00:00:00,0.9,0.903,0.884,144015800,1608971
0.899,1622736000,2021-06-04 00:00:00,0.884,0.904,0.882,190324200,2121646
0.889,1622649600,2021-06-03 00:00:00,0.893,0.902,0.88,201381900,2256027
0.897,1622563200,2021-06-02 00:00:00,0.908,0.916,0.893,247711200,2744577
0.92,1622476800,2021-06-01 00:00:00,0.898,0.921,0.894,221859200,2442404
0.899,1622390400,2021-05-31 00:00:00,0.888,0.901,0.885,151684000,1695176
0.891,1622131200,2021-05-28 00:00:00,0.909,0.912,0.88,271933800,3036171
0.909,1622044800,2021-05-27 00:00:00,0.892,0.91,0.882,153544700,1707455
0.892,1621958400,2021-05-26 00:00:00,0.893,0.897,0.884,132411500,1488469
0.894,1621872000,2021-05-25 00:00:00,0.87,0.896,0.87,201052800,2262710
0.874,1621785600,2021-05-24 00:00:00,0.871,0.875,0.848,182738400,2118131
0.875,1621526400,2021-05-21 00:00:00,0.872,0.881,0.862,187569000,2146400
0.871,1621440000,2021-05-20 00:00:00,0.859,0.874,0.858,156554100,1804728
0.861,1621353600,2021-05-19 00:00:00,0.866,0.869,0.856,125940400,1463559
0.87,1621267200,2021-05-18 00:00:00,0.873,0.874,0.859,164737400,1903123
0.873,1621180800,2021-05-17 00:00:00,0.853,0.881,0.853,200968500,2303076
0.851,1620921600,2021-05-14 00:00:00,0.843,0.858,0.835,188769300,2220062
0.843,1620835200,2021-05-13 00:00:00,0.833,0.847,0.824,179763400,2146815
0.841,1620748800,2021-05-12 00:00:00,0.818,0.844,0.812,150590200,1815462
0.82,1620662400,2021-05-11 00:00:00,0.803,0.823,0.796,146090700,1798711
0.81,1620576000,2021-05-10 00:00:00,0.8,0.815,0.798,119745400,1483624
0.8,1620316800,2021-05-07 00:00:00,0.83,0.834,0.798,196869900,2422559
0.83,1620230400,2021-05-06 00:00:00,0.848,0.848,0.816,220977700,2655451
0.855,1619712000,2021-04-30 00:00:00,0.852,0.86,0.849,145943100,1708558
0.852,1619625600,2021-04-29 00:00:00,0.85,0.855,0.838,159373000,1880685
0.853,1619539200,2021-04-28 00:00:00,0.847,0.854,0.835,172512200,2038176
0.845,1619452800,2021-04-27 00:00:00,0.82,0.845,0.816,182496300,2186341
0.823,1619366400,2021-04-26 00:00:00,0.84,0.851,0.821,263155200,3138482
0.828,1619107200,2021-04-23 00:00:00,0.794,0.831,0.794,192360500,2346541
0.796,1619020800,2021-04-22 00:00:00,0.799,0.799,0.786,107900700,1361043
0.795,1618934400,2021-04-21 00:00:00,0.775,0.796,0.775,117834100,1493687
0.783,1618848000,2021-04-20 00:00:00,0.775,0.789,0.767,133332600,1707812
0.776,1618761600,2021-04-19 00:00:00,0.76,0.777,0.752,135534000,1765524
0.758,1618502400,2021-04-16 00:00:00,0.762,0.763,0.746,77595500,1028169
0.76,1618416000,2021-04-15 00:00:00,0.759,0.765,0.748,79369600,1049311
0.761,1618329600,2021-04-14 00:00:00,0.754,0.764,0.748,175146700,2317780
0.755,1618243200,2021-04-13 00:00:00,0.741,0.763,0.74,113871200,1511027
0.745,1618156800,2021-04-12 00:00:00,0.767,0.77,0.74,173811700,2319839
0.771,1617897600,2021-04-09 00:00:00,0.778,0.783,0.764,100991900,1312075
0.779,1617811200,2021-04-08 00:00:00,0.76,0.779,0.755,91792600,1190459
0.764,1617724800,2021-04-07 00:00:00,0.771,0.771,0.754,88735000,1165450
0.775,1617638400,2021-04-06 00:00:00,0.788,0.788,0.767,114335600,1475903
0.788,1617292800,2021-04-02 00:00:00,0.779,0.792,0.777,114551900,1458866
0.779,1617206400,2021-04-01 00:00:00,0.758,0.78,0.758,109270500,1413191
0.76,1617120000,2021-03-31 00:00:00,0.761,0.764,0.752,99286800,1309779
0.764,1617033600,2021-03-30 00:00:00,0.749,0.77,0.744,103148900,1355784
0.752,1616947200,2021-03-29 00:00:00,0.754,0.761,0.738,162693500,2170026
0.752,1616688000,2021-03-26 00:00:00,0.728,0.753,0.726,193640900,2603615
0.727,1616601600,2021-03-25 00:00:00,0.709,0.729,0.703,106821800,1483984
0.715,1616515200,2021-03-24 00:00:00,0.709,0.725,0.708,79624300,1111088
0.713,1616428800,2021-03-23 00:00:00,0.714,0.723,0.705,68942000,966618
0.714,1616342400,2021-03-22 00:00:00,0.712,0.725,0.702,69008700,966805
